id,Country
1294095131834847233,USA
975069039218307072,USA
1271040305517617152,USA
1522116045279928320,USA
1166720606408036352,USA
772554912697815045,USA
970833147511300096,USA
931361748719824897,USA
1015795232422670336,USA
56813667,USA
1143879645592530944,Qatar
1464634353917509636,USA
1584684618862690304,USA
1542069756441726976,USA
1229838727981207553,USA
926351687194996736,USA
923185206680461312,USA
1034080588574031873,USA
2763854699,South Africa
931737330276290560,USA
826075421720539136,India
784466796183220224,UK
1329458741687808008,USA
2491813267,USA
3319050588,USA
809362912166944768,USA
1324308222828781569,USA
450555578,India
976374187609608192,USA
905191514,USA
908754389195558912,USA
970659652936515584,USA
1490542953328173056,USA
425165327,Ireland
1532625850398654464,USA
1521869290118467584,USA
983613072785813505,USA
1524810449212129280,USA
825879024555528192,USA
1004253405282328577,USA
908947985970610176,USA
1483764595655430145,USA
968450114179153921,USA
819968859591606273,USA
708771506998939650,USA
923204835230416898,USA
911454705292685313,Bangladesh
787859802936320000,Bangladesh
961572158316019712,USA
1490624143699726336,USA
852098436782587904,USA
1041894947585052673,USA
913915539772211202,USA
903197223705501696,USA
841296886539702272,USA
23629150,New Zealand
1536788606089670656,Malaysia
790528812505141248,USA
1489645853329575943,USA
794937834226458624,USA
1012589610994552834,USA
962582928906579969,USA
898567378983829504,USA
1382449358210277377,Canada
1472953294754512899,Canada
1565331121646215169,Canada
1389946860828299268,Canada
345482191,USA
1302896034260168706,South Korea
2800143476,Canada
124279999,Canada
385745392,Canada
49165172,Canada
3433587614,Turkey
3155766909,USA
1575896693169586177,Brazil
3279034640,Canada
21421397,Canada
1396604901162168322,USA
3296891708,Norway
1571535756,USA
1389311147803807746,UK
16914946,Canada
601373074,USA
523559327,Canada
1544263290196561920,Afghanistan
1495521577047367680,USA
15260722,USA
1573249744394223617,Iran
1320960119006502912,USA
102449083,South Africa
1225698736854036480,Denmark
1584310361372729344,Portugal
528167757,USA
1089912583795212289,USA
305818642,USA
1555135230746529792,Kenya
1579908238904070149,Germany
575954382,USA
914740242233610240,Canada
3170442088,Canada
3318607521,South Africa
2704829724,USA
33947812,UK
44315568,Spain
1131932332968022017,USA
879497098600873986,USA
892527331650056192,USA
272048679,Malaysia
1270105085138407429,Spain
3121115589,Italy
1099975647202557952,Philippines
52069825,USA
1590072020263489537,UK
38050918,USA
1587505767103725568,USA
3628478896,Nigeria
1454732780504424449,Spain
2414872573,Serbia
1044565864975093760,Nigeria
1243870687,Senegal
2812283375,Brazil
1022957540626259968,USA
735400012457381888,UK
2857918185,UK
111428078,Canada
3432948783,UK
797748498292756481,Nigeria
882401831367962624,Nigeria
1066392792715399171,Palestine
893254537733169152,USA
1541693317972377601,Ethiopia
1173292987868221440,USA
137844148,Spain
1301709620629721092,Brazil
18266592,USA
961879796958445568,Japan
351851658,UK
2578442060,Canada
348672703,Nigeria
19588360,UK
1479300232487657475,USA
929849083921125376,Nigeria
106106241,Ireland
1250527728698380289,The Netherlands
789451360911626240,Turkey
1280493906816380928,UK
17706314,UK
1307904053641314306,USA
27744104,USA
1108123560923418624,Peru
1362829396294266880,USA
625070121,USA
475467481,USA
19803416,USA
1130296729453117441,USA
1327988253840920576,India
171253181,Canada
20030116,Canada
502827003,Spain
1024509646051192832,Nigeria
418410620,USA
1486396851163119616,USA
1385421320876351488,USA
1593224094,USA
483558523,USA
949146217711263744,USA
1250032712,UK
281740624,Ireland
1148367807198969857,Germany
30103870,USA
974477197,Canada
19555231,USA
26079047,USA
370456473,USA
1492323378493022211,USA
1059286769550663680,USA
249851984,USA
19471205,USA
2883015027,UK
1206959168629985286,USA
1542214758572511234,Nigeria
1150585235538509824,USA
132178318,USA
1572502848222396417,Nigeria
369632971,UK
21930807,UK
1520366231945101314,USA
1452262723157430273,Canada
3316357393,USA
1283402549995941889,UK
2701837987,India
700107876820512768,USA
1457884559677272076,USA
1550670124784427009,USA
784798052762673152,Pakistan
1279930846053629953,UK
1142929815915204608,Japan
23246973,UK
1148030294743638017,Malaysia
614372147,USA
450409352,New Zealand
2956199983,Canada
1234483774781444102,USA
1579470195298541569,Ghana
2660374267,USA
2331011791,USA
1325263662,South Africa
194394058,USA
1569792088308613123,UK
78625795,UK
33636586,UK
1444818988672995335,USA
985283245574180864,Nigeria
2151411331,USA
938702612848959489,Nigeria
27948635,USA
805968320042151936,Australia
4165377754,USA
1570041582044200960,Columbia
65215093,USA
252396076,Australia
2564140491,USA
2633122271,Vietnam
1224106989128544256,USA
792186263142924288,El Salvador
3093080372,Nigeria
1578106090985857027,India
31296988,USA
30695423,South Africa
1591909638198513665,UK
1548793364128178178,USA
1580485390921879553,South Africa
365501987,USA
1288101195693936642,Nigeria
896345658,Nigeria
745944138,Nigeria
1279330646100447233,Nigeria
1297387735557316608,Kenya
1553818594974236675,Kenya
791038844854530048,Nigeria
1412901614021718019,South Africa
1509891962417160196,UK
136013285,USA
416170093,UK
944410144519024640,USA
1480848885945978888,New Zealand
66686733,Nigeria
23829035,Nigeria
965481252164956160,USA
1429841540189499392,South Africa
1474514473599836170,Nigeria
1081351865684672514,USA
898485749674364928,Nigeria
978548073096937472,Nigeria
461368110,Switzerland
1519095338270789632,USA
3140544597,USA
593041454,USA
151965668,USA
1553452401339912193,USA
1289463132788752384,USA
1509894804909527042,Kenya
1199891005866160128,Malta
1162732068431958016,Nigeria
991212449691992064,Kenya
1267308655428472834,USA
1142580474499534849,Nigeria
2598357146,USA
1579079577565003776,Nigeria
1478665009215463424,USA
2745170855,Kenya
1263798445997019142,Nigeria
1015436659230375936,Kenya
575692728,Kenya
1589033186071298049,UK
1568788430,India
731537745860907008,Nigeria
3394607787,USA
222857041,USA
2944167002,USA
860184781,USA
1093898661917011968,USA
1301920782038134784,The Netherlands
1502158751062630400,UK
735402450,Canada
1309743820481998850,Germany
1311097616839700482,USA
1519714315791708161,USA
179819182,USA
1541860322763542528,USA
3733074498,USA
1427099623441801216,USA
1355305730887331840,India
283729215,USA
2272090256,USA
1224960773895618560,USA
1595134239699353611,USA
1488091558813569025,UK
1275382860,USA
235147059,Kenya
1652192167,Kenya
1441459815377563652,India
869417417327480832,USA
1331061149417107456,USA
1173525207908323328,USA
1466651412981374978,USA
35756948,USA
4172368283,USA
1103627522955202561,South Africa
137807409,UK
2282270222,Nigeria
3382030115,Kenya
1588935948305256448,USA
900253552463032320,Germany
718834296669077504,Germany
1511420063810785290,USA
1582131060653010944,USA
1031642965029126145,France
2670076569,Ghana
14532664,Thailand
538170857,Nigeria
975378093970993152,USA
904926887247462401,Nigeria
1645796845,UK
61264934,Indonesia
1414265901340372996,France
3288705094,USA
1579860318842503169,USA
1747338542,USA
1577272027307597829,Turkey
1249740856967430144,Belgium
502000721,Indonesia
1403885994680754176,USA
1407277459976998912,India
1404315644879835138,USA
772852505529159680,USA
30193873,South Africa
1585526357567901696,South Africa
911258440382730240,Australia
1592470587535941633,India
2912957746,Nigeria
2163551056,Ghana
885001795654873092,Nigeria
31779078,UK
3835425045,USA
1559052283697975296,USA
1489790449640484864,USA
1585944936335249409,Canada
1593230054443450369,USA
1518651353928806400,Germany
1088546070647447554,Indonesia
1585874836286758912,USA
1473650981078503437,Nigeria
1561768678160572416,Bangladesh
1557589842392862720,USA
1595111459440271362,Nigeria 
1590697729356972033,Indonesia
362074920,Mauritius
1232350075621462018,USA
3026569511,USA
1586862829839306757,Italy
3073316169,USA
375292710,UK
278977849,Japan
339576418,USA
1474925453261492226,Ivory Coast
972011992520318976,UK
1227926837470298112,Ukraine
178769737,USA
1357398998,South Africa
42034114,Nigeria
2599006848,France
2230877682,USA
878723990,USA
454939194,Sri Lanka
1412454491287347200,USA
611524526,USA
2645948135,USA
3127449109,Ghana
1537079611590201345,Nigeria
1478754489611939841,USA
816385507,USA
1528657354811748352,Pakistan
1417471318526734343,Canada
1519018093506301953,UK
901510624072450048,Uganda
1366877843527974912,USA
420529454,Nigeria
873442087403872256,Lebanon
195267660,USA
432114683,USA
217474287,Nigeria
2991312988,USA
1246245727166173184,Canada
1397599081,USA
1461914065383698433,USA
1128802466688978944,USA
214400521,South Africa
1374494849685065734,USA
395646798,Ethiopia
16059899,Mexico
266099337,USA
554418556,New Zealand
1430794507461742592,USA
2316356275,USA
55634755,USA
461360732,USA
970057029145583616,USA
1477672337373859848,Mexico
937760573365743616,USA
1349136910510395392,Nigeria
1531161175,Nigeria
1586514732605112320,Argentina
141870431,USA
1511379655202385923,USA
2720131461,USA
1354000680491622400,USA
1540005941420204034,UK
4846851059,USA
121243842,UK
455137159,USA
905452098107486208,USA
815461910795657216,USA
918649453808095233,USA
17194257,USA
1288560742917185538,USA
810473529665814528,Nigeria
17097090,USA
304575140,USA
41161995,USA
1147488047656775680,USA
2790948405,USA
1551465440,USA
1359891004145426436,USA
1475180533,UK
1048883100753809408,Pakistan
228530136,Kenya
1559994791651430400,USA
826532549518204935,Nigeria
1555465111313211392,Kenya
1297207077362958336,Canada
1129848049,Ethiopia
1418959212,USA
3010712156,Zambia
123560362,UK
367166948,USA
1195551799303950336,UK
64736207,USA
273732910,UK
1188947703000002561,Canada
1069746895650574336,UK
3244619288,USA
1710909410,USA
40874035,USA
303304759,USA
736934141430616068,USA
4519267396,UK
2951467943,USA
18303259,Switzerland
383347938,USA
1595134285664718849,USA
1012380076757999616,USA
436362270,Kenya
16960981,New Zealand
1612681699,Vietnam
1276876805018968065,USA
1213556947334549504,USA
15321408,USA
955465869827674114,France
1352451605950386177,USA
851974004,USA
31579226,USA
1238242409919598593,USA
112961565,USA
4887216641,USA
1882680462,USA
1509538072588865536,USA
733385072435302400,USA
793161180814708736,USA
4863079029,Canada
2805971736,Nigeria
1094248120265965568,USA
914956623801733121,Canada
26688322,Canada
420554142,USA
1253659543114002432,USA
1152213159941464064,Nigeria
357668552,USA
102693320,UK
306928901,UK
817761598278406148,France
1431221129633574915,South Africa
149220881,USA
1209216199,USA
786436129406930944,USA
1313768552374116354,USA
54271167,USA
385347340,Ukraine
949863390263984128,USA
19792963,USA
1373010725531234308,UKraine
1520770905106006016,UKraine
1272938731305971719,USA
2493572165,USA
1512561912,Pakistan
1930081772,USA
934899790386794496,Thailand
1421894945561055235,USA
23020850,South Africa
1163250458242310144,UK
74976267,China
1503602749740490753,USA
1535618821654032384,USA
1467445282187059207,Brazil
892033657,USA
194010918,USA
4897650934,USA
17233163,USA
845397940348710912,UK
107537984,USA
2986003535,Ukraine
1513928084,USA
1508110485845065728,USA
1372641625,Italy
778895864,Canada
1067803490792194049,USA
37779460,Greece
20735597,USA
247124103,Canada
104299137,USA
45096435,Brazil
58628774,USA
849825365199474690,USA
32468665,USA
63687427,USA
18009561,USA
2392035564,Jamaica
2355196619,USA
1440635012,USA
140647400,UK
51547100,USA
3410982292,Mali
60453854,UK
1080608253501997057,Canada
4734633338,USA
1571516993819246593,Germany
1464872771222224904,UK
1583544330299604997,USA
1014751753030569984,UK
853421990350209024,USA
1391984100165046273,Thailand
1309219041102397440,Kenya
15099678,USA
1417842142882435078,USA
307472510,USA
954215337549017088,USA
774040748228485124,Ghana
44324795,USA
350926336,UK
168482605,USA
994068783106019328,Canada
2831226093,UK
1563284492571529217,USA
275665331,South Africa
906612331,South Africa
19191838,USA
1327243603018735617,Chile
164448571,Canada
1146136945346654209,UK
50713155,UK
2210672052,USA
147561402,USA
1364693976578748422,Nigeria
512455658,USA
985152358874218502,UK
2318270108,USA
1482202524149075970,Kenya
1398974657517166599,USA
1052976011975962626,USA
1044630630682816513,Nigeria
405776002,USA
1908383365,Canada
433120880,India
4390331,USA
66338988,USA
1039297826612830209,USA
548562627,Canada
44680219,USA
343990983,USA
414052454,Canada
752577033729871872,UK
14948068,UK
830048982,Canada
95834922,Canada
1394751012590792706,Morocco
4052491047,USA
973087261,USA
1523281617535393792,Canada
1292794305556500488,USA
1104610338,Iran
420900119,UK
15847994,USA
733085131972300800,India
332011436,Haiti
2546002871,UK
4658231920,Argentina
28190020,Argentina
775321488484290560,India
1470964371094339584,USA
27164880,USA
875111535517028357,USA
803322878590586881,Brazil
1127871272090779648,Nigeria
1481485713749286912,USA
334920737,USA
939901806074912770,Pakistan
12848262,Canada
1031560902334664704,USA
1271223433553207296,Ireland
43887789,USA
273248888,USA
1709794771,UK
844878248123117568,UAE
229428955,Nigeria
1118399214,Nigeria
453880154,Nigeria
1117369610,Nigeria
1578431701788893184,Nigeria
1182549516672753664,Nigeria
1873520106,Nigeria
880551935102857217,Nigeria
3294058415,Ghana
707265303512784897,Ghana
3182990685,Ghana
112789674,South Africa
2863794265,India
1217401920450711554,Nigeria
1096817984,Canada
1516607068618166275,Canada
1482909633597505536,Canada
1355326106623213574,USA
2755098826,Portugal
2978233930,Germany
1589370708446089216,USA
3408268205,USA
1059466831260344320,India
1594279050347945984,UK
918480689376518144,Turkey
1519208355822141443,USA
1405113252410015750,Belgium
1114712562,USA
833420755786412034,Romania
1292500579604996096,USA
4122416554,Argentina
3998419396,Argentina
2426931277,Argentina
3226862156,Argentina
114665434,USA
1323363032806772736,USA
720365641216098307,USA
1275123549766856704,USA
336651276,USA
16273131,USA
1590242461426802688,Greece
954411477145980929,USA
91650974,USA
1539592740341747712,USA
1639727750,USA
874538053188059137,USA
536804517,USA
1019296309,USA
722190814286372864,USA
455118725,USA
841728096231395328,Canada
185187473,New Zealand
1233929232432205827,USA
739502431189405697,USA
14338338,USA
43326457,USA
2551330513,USA
260930773,Austalia
404670731,Austalia
1259816940844937217,Austalia
22594747,Austalia
1015426782,UK
864272400,Pakistan
88462663,UK
4615395863,USA
1452758113,USA
15927181,USA
30198595,USA
519146954,USA
1319289352623513603,UK
2850879477,Spain
162866127,UK
1585725524458237952,Austalia
1112715843639656448,Nigeria
760477413176250368,USA
1544386752,USA
1444650182767902724,Canada
485064670,UK
820464967,Belgium
189554997,India
1716610758,India
1208978765826666498,Nigeria
322874617,USA
396773698,Germany
1003736769777553409,Germany
155617683,Germany
1548058612639023104,Turkey
1461204518968823808,Bhutan
1540686967263961088,India
1507411352943734784,India
192732053,UK
3632161,USA
1551682577643307009,USA
1034262957893595137,USA
553458508,UK
3238426689,Nigeria
85612050,USA
9973392,USA
82639651,France
415801010,UK
1019253416,UK
1059345084909568000,Brazil
1416853664661127170,USA
1031499956413067264,UK
16316886,UK
1300674916652470273,Austalia
87259041,UK
467357552,UK
1394032499446140933,Czech Republic
1233477560027230212,Czech Republic
1278053956330180608,USA
276198138,USA
50878547,USA
1348635828889804804,USA
1374763877838163970,Brunei
1337543383800229892,Hungary
612137401,Argentina
1006207993699098624,Argentina
161523735,USA
1346260764999475203,USA
198831061,Zimbabwe
902967413322469377,Bulgaria
540465387,Canada
1249419530444537856,Canada
3364185674,USA
696845336082427904,USA
231206271,USA
68820341,Turkey
16168622,Canada
253180602,Canada
526101087,USA
42777973,USA
897895526720446465,USA
21992362,USA
1486931010,USA
4009266073,USA
30662589,USA
1037991553011204096,USA
1358690008517865473,USA
216089656,USA
57181974,USA
779464550,USA
2305332182,USA
515865307,UK
1568244916224159744,Vietnam
502369381,Canada
270921976,Canada
764451495555244033,Canada
482338494,Canada
1160587963,Canada
1312726427452747777,Australia
95306199,Australia
67626292,USA
202988475,South Africa
1436303713497387008,South Africa
1150778271505760256,South Africa
166385684,Venezuela
3078313054,Ecuador
766540285220298752,UK
1582457482718257153,USA
1321741511420203008,USA
67343155,USA
1239616965859323904,UK
18957880,USA
30312117,USA
1433156690581626887,USA
15971503,USA
297969419,USA
1326337184106950656,USA
87584526,USA
824488792916578304,USA
315436946,USA
745732018013614080,USA
191662582,USA
64769036,USA
613463487,USA
29194471,UK
208700525,UK
985335193,UK
64413577,USA
474973688,UK
79053827,USA
1583595330712621057,USA
1961534329,USA
868304817541742592,USA
2808650785,USA
1355617650345451522,USA
15355274,USA
151465988,USA
1583288825589256195,USA
48900053,USA
702324010118463489,USA
1088507121262620674,USA
496121422,USA
173123888,USA
1005824782829543424,USA
1354475410386341889,USA
897149454817603586,UK
21233136,USA
1411102225326247936,USA
3059105173,USA
47843168,USA
60049728,USA
1252926691,USA
23117492,USA
1586225935350566917,USA
1029940670855827456,USA
1408421143011381257,USA
1446289678471155712,Ireland
888057374795321346,UK
1565156919010119683,USA
269525401,Costa Rica
221114461,Canada
1572309293730304000,UK
885351485785202688,USA
708857250404765698,USA
773593286917365760,Peru
731416927,UK
1483598467670888456,USA
14342200,USA
1131422382047014912,USA
26514883,USA
834928611744440321,USA
1028444777627484166,USA
841657421919617024,USA
897875708869050368,USA
2271066648,USA
23518071,USA
2148064812,USA
1080202560022171651,USA
1214628008,USA
351555541,Bangladesh
177236485,UK
2993788962,UAE
